scenario,year,months,actual_total,pred_total,abs_total_error,passes_owner_abs_total_error_target,monthly_sum_abs_error,monthly_wape_on_totals
v2_partial_observed_rows,2025,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",686.0,551.4985245099965,134.5014754900035,True,418.7605019391294,0.26597139769218103
public_aqua_full_31,2025,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",1571.0,1491.984388601223,79.01561139877708,True,1020.4927618037356,0.15799325000959133
v2_partial_observed_rows,2026,"[1, 2, 3, 4]",32.0,14.055607208365439,17.944392791634563,True,25.746745816065488,0.5647193713625568
public_aqua_full_31_complete_jan_jun,2026,"[1, 2, 3, 4, 5, 6]",131.0,87.4360070033904,43.5639929966096,True,108.78048562515977,0.38630979747509153
public_aqua_full_31_jan_jul_provisional,2026,"[1, 2, 3, 4, 5, 6, 7]",140.0,102.73311026560872,37.266889734391285,True,129.30480959983652,0.4064549052246808
