slice,n,n_municipios,volume_real,volume_predito,wape,mae,bias_total
chapada_araripe_cariri,349,16,832.0,531.5809566744182,0.6220067587250748,1.4828355967314106,-300.41904332558175
fora_chapada_universo,338,15,1890.0,1712.6347548312056,0.5185006501058383,2.899308368935013,-177.36524516879456
