cut,ano,mes,model,n,wape,mae,rmse,y_sum,pred_sum
2024-10,2024,10,glm_poisson,22,0.4648471559405951,5.7260717845409665,8.025373472541178,271.0,235.98990561991042
2024-10,2024,10,tweedie_p1.5,22,0.4784695027355096,5.89387432915105,8.394947161494304,271.0,233.3039928000245
2024-10,2024,10,random_forest_100,22,0.39982527884985,4.925120480377697,6.803090899753081,271.0,249.6566825949364
2024-11,2024,11,naive_lag12,22,0.4522144522144522,8.818181818181818,14.975737954195354,429.0,301.0
2024-11,2024,11,climatology_municipal,22,0.4902975192448877,9.56080162527531,16.905712546439585,429.0,290.23538011695905
2024-11,2024,11,climatology_state,22,0.7888659917645424,15.382886839408577,27.66901073704882,429.0,235.65861513687597
2024-11,2024,11,historical_mean_3y,22,0.5236985236985237,10.212121212121211,18.448672997089393,429.0,243.0
2024-11,2024,11,xgboost_poisson_flat,22,0.5609513473818255,10.938551273945597,19.488608322910114,429.0,270.349184925078
2024-11,2024,11,xgboost_poisson_municipal,22,0.5563619115392212,10.849057275014813,19.618649479266022,429.0,253.87076596466383
2024-11,2024,11,glm_poisson,22,0.5517811840485198,10.759733088946136,19.187540888522292,429.0,247.44874032187167
2024-11,2024,11,tweedie_p1.5,22,0.5589617006526186,10.899753162726062,19.05311088052045,429.0,308.8895531331193
2024-11,2024,11,random_forest_100,22,0.658199640244933,12.834892984776195,23.657842846438403,429.0,192.82812052705003
2024-12,2024,12,naive_lag12,22,0.370757180156658,6.454545454545454,9.510759457296007,383.0,291.0
2024-12,2024,12,climatology_municipal,22,0.457253774121989,7.960372522214627,12.034581927307132,383.0,257.4329573934837
2024-12,2024,12,climatology_state,22,0.8119936260474344,14.136070853462154,19.25877438961558,383.0,198.07085346215788
2024-12,2024,12,historical_mean_3y,22,0.5021758050478677,8.742424242424242,12.375235943062444,383.0,198.66666666666666
2024-12,2024,12,xgboost_poisson_flat,22,0.419601073920435,7.304873241433028,10.966762462388168,383.0,249.01604322177624
2024-12,2024,12,xgboost_poisson_municipal,22,0.435379380525092,7.579559215505011,11.139504070899095,383.0,256.0360366810696
2024-12,2024,12,glm_poisson,22,0.5585409055227271,9.723689400691113,12.942959642566718,383.0,216.6841865071124
2024-12,2024,12,tweedie_p1.5,22,0.5465771878708285,9.515411952478514,13.352552316602276,383.0,266.5686101311134
2024-12,2024,12,random_forest_100,22,0.5355072781491287,9.322694887778013,13.056304366385433,383.0,194.9708441588441
