model,all_wape,all_mae,all_n,all_y_total,outnov_wape,outnov_mae,outnov_n,outnov_y_total,dry_wape,high_volume_wape
climatology_regional_intensity12,0.6429838793696906,1.505199031832079,3628,8493.0,0.5418575926425169,4.247016933459181,586,4593.0,0.5982683082565942,0.4446466607666158
climatology_municipal,0.7905503029462198,1.8506460096257564,3628,8493.0,0.6923199337268331,5.426323303084206,586,4593.0,0.7426967849851729,0.5300862484052176
